year_bp,y_pred,y_std,composite,removed
0,0.5160465973762124,0.4627069320142317,median,without_galapogos_biomarkers
50,0.5420277917418773,0.393459502389803,median,without_galapogos_biomarkers
100,0.5564315955678227,0.3526044300573653,median,without_galapogos_biomarkers
150,0.5436591945351651,0.3375576514730701,median,without_galapogos_biomarkers
200,0.497808480434408,0.33582495929741674,median,without_galapogos_biomarkers
250,0.42745289316221907,0.3390261041504632,median,without_galapogos_biomarkers
300,0.3491049420381719,0.3446944212415509,median,without_galapogos_biomarkers
350,0.2797916438913184,0.34948832569854904,median,without_galapogos_biomarkers
400,0.22456075962596922,0.3530185855125586,median,without_galapogos_biomarkers
450,0.18279879044612335,0.35947315454632445,median,without_galapogos_biomarkers
500,0.15468723121443773,0.370373017787705,median,without_galapogos_biomarkers
550,0.1431387694188904,0.3800455982637723,median,without_galapogos_biomarkers
600,0.14479265452860257,0.3832639794114452,median,without_galapogos_biomarkers
650,0.15216683492671151,0.37906228908955475,median,without_galapogos_biomarkers
700,0.15826950511158738,0.37012175592608637,median,without_galapogos_biomarkers
750,0.1654760859702743,0.360741979012717,median,without_galapogos_biomarkers
800,0.18663518199745138,0.35242591433745263,median,without_galapogos_biomarkers
850,0.23619729716669713,0.3439690674977511,median,without_galapogos_biomarkers
900,0.3181073423870431,0.3364071932143424,median,without_galapogos_biomarkers
950,0.41606239855406646,0.3339693734369217,median,without_galapogos_biomarkers
1000,0.5109561893344078,0.3408387768352031,median,without_galapogos_biomarkers
1050,0.6093696869586241,0.3481002370176279,median,without_galapogos_biomarkers
1100,0.715713992804752,0.3469075120989438,median,without_galapogos_biomarkers
1150,0.8231917016420357,0.33439403437929743,median,without_galapogos_biomarkers
1200,0.920169807855062,0.3137993468807731,median,without_galapogos_biomarkers
1250,1.0032104160981814,0.2931374104463431,median,without_galapogos_biomarkers
1300,1.0719328911478283,0.28115195046839375,median,without_galapogos_biomarkers
1350,1.101291277645781,0.2769156020185133,median,without_galapogos_biomarkers
1400,1.0166385132682294,0.27606613892767184,median,without_galapogos_biomarkers
1450,0.7864386491392676,0.27602941431073297,median,without_galapogos_biomarkers
1500,0.4619921547893364,0.2760295348683539,median,without_galapogos_biomarkers
1550,0.0971166290257949,0.2759989084968448,median,without_galapogos_biomarkers
1600,-0.2748983394246284,0.2760010925207153,median,without_galapogos_biomarkers
1650,-0.6132761921939891,0.27609074259450533,median,without_galapogos_biomarkers
1700,-0.8760580600402498,0.27628116833497907,median,without_galapogos_biomarkers
1750,-1.0448100652517278,0.2764644409626749,median,without_galapogos_biomarkers
1800,-1.1312502475734816,0.2764733204594029,median,without_galapogos_biomarkers
1850,-1.1618813976962106,0.2771647425182368,median,without_galapogos_biomarkers
1900,-1.1543068945788517,0.28396825632311795,median,without_galapogos_biomarkers
1950,-1.1239843719813754,0.3110267750556191,median,without_galapogos_biomarkers
