year_bp,y_pred,y_std,kernel,length_scale,fixed
0,0.28086866892767176,0.3962035446943016,rq,1.0,True
50,0.337600065817262,0.33244567272641334,rq,1.0,True
100,0.37720170493674987,0.30964533945566974,rq,1.0,True
150,0.3738181704507533,0.30975487847170086,rq,1.0,True
200,0.3213605410514399,0.30944739644138713,rq,1.0,True
250,0.23443921886440872,0.305577755166579,rq,1.0,True
300,0.1405910223575139,0.3044496238673543,rq,1.0,True
350,0.06589606536691989,0.3002240875059817,rq,1.0,True
400,0.024952589306988238,0.28925184950089694,rq,1.0,True
450,0.026025399121723303,0.2896782307031926,rq,1.0,True
500,0.07330639796739447,0.31309746052380416,rq,1.0,True
550,0.15834623343210688,0.3381711465470677,rq,1.0,True
600,0.2562794660768062,0.3430645104116298,rq,1.0,True
650,0.3342220869015874,0.32752871407992157,rq,1.0,True
700,0.36534078698409866,0.30834272403120166,rq,1.0,True
750,0.34243014085252316,0.30483531030236943,rq,1.0,True
800,0.28649047409342293,0.3168575220011394,rq,1.0,True
850,0.2400661577236633,0.32916956612787296,rq,1.0,True
900,0.24268399382726724,0.3346823149159413,rq,1.0,True
950,0.3125054588513259,0.3389776933267494,rq,1.0,True
1000,0.45460267158986534,0.348787711872398,rq,1.0,True
1050,0.671213301227636,0.35858269624205624,rq,1.0,True
1100,0.944031592755391,0.3594329408238384,rq,1.0,True
1150,1.2245449518798235,0.3520999656760957,rq,1.0,True
1200,1.4616437032729812,0.342983809286937,rq,1.0,True
1250,1.626380429687413,0.32963983268049124,rq,1.0,True
1300,1.6926137362925877,0.30221522131140693,rq,1.0,True
1350,1.6063935186455562,0.2608749051911653,rq,1.0,True
1400,1.3174406981727207,0.22593150286932384,rq,1.0,True
1450,0.880018417660007,0.21493042379160757,rq,1.0,True
1500,0.4566654540447417,0.22881708900867478,rq,1.0,True
1550,0.15501509573910122,0.2647626130698931,rq,1.0,True
1600,-0.0456981152888824,0.29803751342733237,rq,1.0,True
1650,-0.20203335614911122,0.31264665512320405,rq,1.0,True
1700,-0.3343607382114496,0.3153860173895983,rq,1.0,True
1750,-0.43693616218931586,0.3141260360567471,rq,1.0,True
1800,-0.5037820030211324,0.31269301462633614,rq,1.0,True
1850,-0.5355521807470002,0.31589977469462666,rq,1.0,True
1900,-0.5363573500601438,0.3335993257446068,rq,1.0,True
1950,-0.512761711596354,0.38252751227057746,rq,1.0,True
