year_bp,y_pred,y_std,kernel,length_scale,fixed
0,0.294134982759233,0.39863904353019736,rq,0.5,True
50,0.3404583475145723,0.33894843706190003,rq,0.5,True
100,0.3698050652458567,0.31477729127664367,rq,0.5,True
150,0.362293057218433,0.31182003059747676,rq,0.5,True
200,0.31239491603128816,0.3115702973683812,rq,0.5,True
250,0.23178704141793827,0.3092382178081828,rq,0.5,True
300,0.14339755561249956,0.3070225387696403,rq,0.5,True
350,0.0708829606198973,0.30211944216506037,rq,0.5,True
400,0.03105911462785499,0.2946692890364612,rq,0.5,True
450,0.03347340950192146,0.29697968540675723,rq,0.5,True
500,0.07977210148786201,0.3153898281521251,rq,0.5,True
550,0.1594553131283738,0.33516374634893553,rq,0.5,True
600,0.24914787721089451,0.33982587136817083,rq,0.5,True
650,0.31977970857969557,0.3282926286155094,rq,0.5,True
700,0.3485921343024076,0.3135259459573893,rq,0.5,True
750,0.3308235439138974,0.3101660351621596,rq,0.5,True
800,0.2853767089751094,0.31902762704474086,rq,0.5,True
850,0.24814774201075163,0.3296874814931139,rq,0.5,True
900,0.2546919943526307,0.3362236350475315,rq,0.5,True
950,0.32683793181551446,0.34172812263489694,rq,0.5,True
1000,0.47295555913435533,0.350065425225368,rq,0.5,True
1050,0.690067618561542,0.3577053578921511,rq,0.5,True
1100,0.9564986234134597,0.35871095984500095,rq,0.5,True
1150,1.2303704455814066,0.3529361489977388,rq,0.5,True
1200,1.465359565054112,0.3435242496451565,rq,0.5,True
1250,1.6240614752326148,0.3285253910041989,rq,0.5,True
1300,1.6708572183962735,0.3023299542355117,rq,0.5,True
1350,1.564430977648839,0.2671013797714419,rq,0.5,True
1400,1.2861099493780834,0.23755159855582167,rq,0.5,True
1450,0.890148382896219,0.22752945753863407,rq,0.5,True
1500,0.4918090585263639,0.24027037891794567,rq,0.5,True
1550,0.17691800764463125,0.2697967990306153,rq,0.5,True
1600,-0.04784440866707551,0.2981981972375624,rq,0.5,True
1650,-0.21451979679197308,0.31323312540742043,rq,0.5,True
1700,-0.34479471218719204,0.31727915221185476,rq,0.5,True
1750,-0.4425898422625375,0.3165922176686309,rq,0.5,True
1800,-0.5064558419130338,0.31564584815507807,rq,0.5,True
1850,-0.5370948502111318,0.31972377932734236,rq,0.5,True
1900,-0.53816324402676,0.33899895641618844,rq,0.5,True
1950,-0.5158354091554799,0.38696087618721103,rq,0.5,True
