year_bp,y_pred,y_std,kernel,length_scale,fixed
0,0.38197634354956184,0.4218183227215753,rbf,0.5,True
50,0.355216560753397,0.39270147239870223,rbf,0.5,True
100,0.3220160919868761,0.37155090007417185,rbf,0.5,True
150,0.28329010718341,0.3576666687532852,rbf,0.5,True
200,0.2405210238240189,0.3496919934667428,rbf,0.5,True
250,0.19576079731720147,0.34596686044820707,rbf,0.5,True
300,0.15158944067968166,0.3448975320397347,rbf,0.5,True
350,0.11102499060757481,0.3452045382797927,rbf,0.5,True
400,0.07738355693025284,0.3460148580193178,rbf,0.5,True
450,0.05409230399905979,0.34683916460214714,rbf,0.5,True
500,0.04446293544824875,0.34749159724729134,rbf,0.5,True
550,0.05143809024431878,0.3479938235978007,rbf,0.5,True
600,0.07732751702450752,0.34848451639146744,rbf,0.5,True
650,0.12355443383482051,0.3491409937515991,rbf,0.5,True
700,0.1904345682502775,0.35011321496101006,rbf,0.5,True
750,0.27701055318475715,0.3514699835128787,rbf,0.5,True
800,0.38096232098864313,0.3531603676665604,rbf,0.5,True
850,0.49860980061165794,0.35499658944920104,rbf,0.5,True
900,0.6250177452385227,0.3566648899679438,rbf,0.5,True
950,0.7542043392071063,0.35776701926490884,rbf,0.5,True
1000,0.8794460437340288,0.35788845164347927,rbf,0.5,True
1050,0.9936618258494944,0.356682973441807,rbf,0.5,True
1100,1.0898514618605364,0.35395900357624277,rbf,0.5,True
1150,1.161555991680646,0.34975116301334097,rbf,0.5,True
1200,1.2033044637999644,0.3443602842548736,rbf,0.5,True
1250,1.2110104413721952,0.3383457574363414,rbf,0.5,True
1300,1.1822845851229873,0.3324574820487172,rbf,0.5,True
1350,1.116635844390469,0.3275051271116691,rbf,0.5,True
1400,1.0155428378996683,0.3241843606811967,rbf,0.5,True
1450,0.8823880154748425,0.32290973210007706,rbf,0.5,True
1500,0.7222590441186292,0.3237232590046738,rbf,0.5,True
1550,0.5416333309728407,0.32633237944684335,rbf,0.5,True
1600,0.3479714949223797,0.3302799269461936,rbf,0.5,True
1650,0.14925292388602135,0.33519466316588725,rbf,0.5,True
1700,-0.046509396398462244,0.3410459303994533,rbf,0.5,True
1750,-0.23173714666653833,0.34832891711550296,rbf,0.5,True
1800,-0.3997034605037951,0.3581164985248148,rbf,0.5,True
1850,-0.5448697726239876,0.37192542103471654,rbf,0.5,True
1900,-0.6631226483886445,0.39138551600353305,rbf,0.5,True
1950,-0.7519001826324949,0.41779306092842533,rbf,0.5,True
